Part Type,Chipset Brand,Chipset Series,Chipset,Manufacturer,Part Name,HEM,In Shop,Part Ranking Score,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,VRAM (GB),GPU Tuner Min Core Freq,Base Core Freq,OC Base Core Freq,Max Core Freq,GPU Tuner Min Mem Freq,Base Mem Freq,OC Base Mem Freq,Max Mem Freq,Length,Wattage,Multi-GPU,Slot Size,GPU Thermal Throttling,GPU % Power Increase,Power Connectors,Rigid SLI Bridge Model,Score to value ratio,Target STV ratio,Single GPU Graphics Score,Double GPU Graphics Score,Dual GPU performance increase,OC Single GPU score,OC Double GPU score,GT1 Single Core Clock Multiplier,GT1 Single Mem Clock Multiplier,GT1 Single Benchmark Adjustment,GT2 Single Core Clock Multiplier,GT2 Single Mem Clock Multiplier,GT2 Single Benchmark Adjustment,GT1 Dual Core Clock Multiplier,GT1 Dual Mem Clock Multiplier,GT1 Dual Benchmark Adjustment,GT2 Dual Core Clock Multiplier,GT2 Dual Mem Clock Multiplier,GT2 Dual Benchmark Adjustment,Normal GPU max clock,Normal GPU Max mem clock,Boost Multiplier,Score increase,DLC2 Random Jobs,GPU Family Sort,Asset Path,Full Part Name
GPU - Water,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,GIGABYTE,AORUS GeForce RTX 2080 SUPER WATERFORCE WB 8G,,Y,6657,1400,467,29,50,1.6,PC,RGB,8,1520,1860,2086,2200,1474,1937,2242,2400,291,250,SLI,2,95,20,8-pin + 8-pin,RTX,7.5,,10430,20373,1.953307766,,,0.0496198,0.00005014,-25.819,0.0486566,0.00006967,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,2000,2150,4.3,5,,105,Prefabs/GPU/GigaByte/GPU_AORUS_RTX_2080_SUPER_WATERFORCE,GIGABYTE AORUS GeForce RTX 2080 SUPER WATERFORCE WB 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,GIGABYTE,GeForce RTX 2080 SUPER GAMING OC 8G,,Y,6582,980,327,28,65,1.7,PC,RGB,8,1590,1845,2000,2100,1570,1935,2150,2300,287,250,SLI,2,95,20,8-pin + 6-pin,RTX,10.5,10.5,10309,20211,1.960519934,11562,23017,0.0496198,0.00005014,-25.819,0.0486566,0.00006967,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,105,v1_7_0/Prefabs/GPU/GigaByte/GPU_Gigabyte_Geforce_RTX2080_SuperGaming_OC_8GB,GIGABYTE GeForce RTX 2080 SUPER GAMING OC 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,MSI,GeForce RTX 2080 SUPER GAMING X Trio,,Y,6582,935,312,28,1,1.9,PC,RGB,8,1590,1845,2000,2100,1574,1937,2150,2300,328,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,11,11,10309,20223,1.961683965,11562,23017,0.0496198,0.00005014,-25.819,0.0486566,0.00006967,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2080_Super_Gaming_X_TRIO,MSI GeForce RTX 2080 SUPER GAMING X Trio
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,MSI,GeForce RTX 2080 SUPER Ventus XS OC,,Y,6508,925,308,28,1,1.9,PC,,8,1560,1830,2000,2100,1574,1937,2150,2300,257,250,SLI,2.5,95,20,8-pin + 6-pin,RTX,11,11,10188,20073,1.970259128,11562,23017,0.0496198,0.00005014,-25.819,0.0486566,0.00006967,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2080_Super_Ventus_XS_OC,MSI GeForce RTX 2080 SUPER Ventus XS OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,ZOTAC,GAMING GeForce RTX 2080 SUPER Amp,,Y,6582,980,327,28,30,1.7,PC,RGB,8,1590,1845,2000,2100,1570,1935,2150,2300,298,250,SLI,2,95,20,8-pin + 8-pin,RTX,10.5,10.5,10309,20211,1.960519934,11562,23017,0.0496198,0.00005014,-25.819,0.0486566,0.00006967,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2080_Super_AMP,ZOTAC GAMING GeForce RTX 2080 SUPER Amp
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,ZOTAC,GAMING GeForce RTX 2080 SUPER Amp Extreme,,Y,6731,1000,333,28,30,1.7,PC,RGB,8,1650,1875,2000,2100,1570,1935,2150,2300,324,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.6,10.5,10551,20509,1.943796797,11562,23017,0.0496198,0.00005014,-25.819,0.0486566,0.00006967,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2080_Super_AMP_Extreme,ZOTAC GAMING GeForce RTX 2080 SUPER Amp Extreme
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,ZOTAC,GAMING GeForce RTX 2080 SUPER Twin Fan,,Y,6433,950,317,28,30,1.7,PC,RGB,8,1530,1815,2000,2100,1570,1935,2150,2300,268,250,SLI,2,95,20,8-pin + 6-pin,RTX,10.6,10.5,10067,19910,1.977749081,11562,23017,0.0496198,0.00005014,-25.819,0.0486566,0.00006967,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2080_Super_TwinFan,ZOTAC GAMING GeForce RTX 2080 SUPER Twin Fan
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,ASUS,ROG Strix Geforce RTX 2080 Ti 11GB Gaming,,Y,6984,1030,343,28,50,1.8,PC,RGB,11,920,1560,1960,2200,1400,1750,1950,2100,304,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.5,10.5,10801,19185,1.776224424,14164,25810,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,105,v1_8_0/Prefabs/GPU/ASUS/GPU_ASUS_ROG_Strix_Geforce_RTX_2080_Ti_11G_Gaming,ASUS ROG Strix Geforce RTX 2080 Ti 11GB Gaming
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,Colorful,iGame GeForce RTX 2080 Ti Advanced OC,,Y,7353,1200,400,28,1,1.5,PC,RGB,11,1070,1635,1960,2200,1400,1750,1950,2100,304,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,9.5,10,11382,19914,1.749604639,14164,25810,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,105,Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX2080Ti_Advanced_OC,Colorful iGame GeForce RTX 2080 Ti Advanced OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,Colorful,iGame GeForce RTX 2080 Ti Vulcan X OC,,Y,8017,1320,440,28,30,1.5,PC,RGB,11,1440,1770,1960,2100,1400,1750,1950,2100,318,250,SLI,2.5,95,20,8-pin + 8-pin + 8-pin,RTX,9.4,11.5,12427,21226,1.708055041,14164,25810,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,105,Prefabs/GPU/Colorful/GPU_Igame_geforce_RTX_2080_Ti_Vulcan_OC,Colorful iGame GeForce RTX 2080 Ti Vulcan X OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,EVGA,GeForce RTX 2080 Ti FTW3 ULTRA GAMING,,Y,7943,1240,413,27,40,1.1,,RGB,11,1410,1755,1960,2100,1400,1750,1950,2100,302,250,SLI,3,95,20,8-pin + 8-pin,RTX,9.9,10,12311,21080,1.712289822,14164,25810,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,105,Prefabs/GPU/EVGA/GPU_EVGA_GEFORCE_RTX_2080TI,EVGA GeForce RTX 2080 Ti FTW3 ULTRA GAMING
GPU - Water,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,EVGA,GeForce RTX 2080 Ti FTW3 ULTRA HYDRO COPPER GAMING,,Y,7943,1500,500,28,85,1.7,PC,RGB,11,1310,1755,2048,2200,1300,1750,2038,2200,291,250,SLI,2,95,20,8-pin + 8-pin,RTX,8.2,,12311,21080,1.712289822,,,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,1960,1950,4.5,5,,105,v1_7_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2080_Ti_FTW3_Ultra_Hydro_Cooper_Gaming,EVGA GeForce RTX 2080 Ti FTW3 ULTRA HYDRO COPPER GAMING
GPU - Water,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,EVGA,GeForce RTX 2080 Ti XC HYDRO COPPER GAMING,,Y,6910,1350,450,28,1,1.9,PC,RGB,11,690,1545,2048,2400,1300,1750,2038,2200,266,250,SLI,2,95,20,8-pin + 8-pin,RTX,7.9,,10685,19039,1.781843706,,,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,1960,1950,4.5,5,,105,v1_9_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2080_Ti_XC_HYDRO_COPPER_GAMING,EVGA GeForce RTX 2080 Ti XC HYDRO COPPER GAMING
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,EVGA,GeForce RTX 2080Ti XC BLACK EDITION GAMING,,Y,6984,1080,360,27,80,1.7,PC,RGB,11,920,1560,1960,2200,1400,1750,1950,2100,269,250,SLI,2,95,20,8-pin + 8-pin,RTX,10,10,10801,19185,1.776224424,14164,25810,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,105,v1_7_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2080_Ti_XC_Black_Edition_Gaming,EVGA GeForce RTX 2080Ti XC BLACK EDITION GAMING
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,GIGABYTE,AORUS GeForce RTX 2080 Ti XTREME 11G,,Y,8031,1310,437,27,80,1.1,,RGB,11,1440,1770,1960,2100,1434,1767,1950,2100,290,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,9.5,10,12450,21459,1.723614458,14164,25810,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,105,Prefabs/GPU/GigaByte/GPU_AUROS_RTX_2080_And_Ti,GIGABYTE AORUS GeForce RTX 2080 Ti XTREME 11G
GPU - Water,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,GIGABYTE,AORUS GeForce RTX 2080 Ti XTREME WATERFORCE WB 11G,,Y,8031,1550,517,27,90,1.1,,,11,1340,1770,2044,2200,1334,1767,2034,2200,291,250,SLI,2,95,20,8-pin + 8-pin,RTX,8,,12450,21459,1.723614458,,,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,1960,1950,4.3,5,,105,Prefabs/GPU/GigaByte/GPU_AUROS_RTX_2080_XTREME_WATERFORCE,GIGABYTE AORUS GeForce RTX 2080 Ti XTREME WATERFORCE WB 11G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,NVIDIA,GeForce RTX 2080 Ti Founders Edition,,Y,6910,1130,377,27,1,1.0,,Green,11,890,1545,1960,2200,1400,1750,1950,2100,269,250,SLI,2,95,20,8-pin + 8-pin,RTX,9.5,10,10685,19039,1.781843706,14164,25810,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,105,Prefabs/GPU/NVidia/GPU_Nvidia_RTX_2080Ti,NVIDIA GeForce RTX 2080 Ti Founders Edition
GPU - Water,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,NVIDIA,GeForce RTX 2080Ti | Alphacool Eisblock GPX-N Acetal M02,,Y,8031,1550,517,27,90,1.4,PC,,11,1340,1770,2044,2200,1334,1767,2034,2200,291,250,SLI,2,95,20,8-pin + 8-pin,RTX,8,,12450,21459,1.723614458,,,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,1960,1950,4.3,5,,105,Prefabs/GPU/Alphacool/GPU_Alphacool_Eisblock_GPXN_Acetal_NvidiaGeforceRTX_2080Ti_M02,NVIDIA GeForce RTX 2080Ti | Alphacool Eisblock GPX-N Acetal M02
GPU - Water,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,NVIDIA,GeForce RTX 2080Ti | Alphacool Eisblock GPX-N Plexi M02,,Y,8031,1550,517,27,90,1.4,PC,RGB,11,1340,1770,2044,2200,1334,1767,2034,2200,291,250,SLI,2,95,20,8-pin + 8-pin,RTX,8,,12450,21459,1.723614458,,,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,1960,1950,4.3,5,,105,Prefabs/GPU/Alphacool/GPU_Alphacool_Eisblock_GPXNPlexi_NvidiaGeforceRTX_2080Ti_M01,NVIDIA GeForce RTX 2080Ti | Alphacool Eisblock GPX-N Plexi M02
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,ZOTAC,GAMING GeForce RTX 2080 Ti Amp,,Y,7500,1150,383,27,30,1.7,PC,RGB,11,1130,1665,1960,2200,1400,1750,1950,2100,308,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.1,10,11614,20205,1.739710694,14164,25810,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2080_Ti_AMP,ZOTAC GAMING GeForce RTX 2080 Ti Amp
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,ZOTAC,GAMING GeForce RTX 2080 Ti Amp Extreme,,Y,8280,1300,433,27,50,1.6,PC,RGB,11,1530,1815,1960,2100,1500,1800,1950,2100,324,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,9.9,10,12842,22348,1.740227379,14164,25810,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,105,Prefabs/GPU/ZOTAC/GPU_ZOTAC_Geforce_RTX2080Ti_AMP_Extreme,ZOTAC GAMING GeForce RTX 2080 Ti Amp Extreme
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,ZOTAC,GAMING GeForce RTX 2080 Ti Amp MAXX,,Y,7500,1150,383,27,30,1.7,PC,RGB,11,1130,1665,1960,2200,1400,1750,1950,2100,298,250,SLI,2,95,20,8-pin + 8-pin,RTX,10.1,10,11614,20205,1.739710694,14164,25810,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2080_Ti_AMP_MAXX,ZOTAC GAMING GeForce RTX 2080 Ti Amp MAXX
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,ZOTAC,GAMING GeForce RTX 2080 Ti Blower,,Y,6910,1050,350,27,30,1.7,PC,,11,890,1545,1960,2200,1400,1750,1950,2100,268,250,SLI,2,95,20,8-pin + 8-pin,RTX,10.2,10,10685,19039,1.781843706,14164,25810,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2080_Ti_Blower,ZOTAC GAMING GeForce RTX 2080 Ti Blower
GPU - Water,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,ZOTAC,ZOTAC GAMING GeForce RTX 2080 Ti ArcticStorm,,Y,7058,1550,517,27,80,1.6,PC,RGB,11,850,1575,2048,2300,1300,1750,2038,2200,295,300,SLI,2,95,20,8-pin + 8-pin,RTX,7,,10918,19331,1.770562374,,,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,1960,1950,4.5,5,,105,Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_Geforce_RTX2080Ti_ArticStorm,ZOTAC ZOTAC GAMING GeForce RTX 2080 Ti ArcticStorm
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3060 Ti,MSI,GeForce RTX™ 3060Ti GAMING X TRIO,,Y,7365,550,183,31,1,1.10.5,PC,RGB,8,1560,1830,1950,2100,1500,1750,1900,2000,323,200,,2.5,95,20,8-pin + 8-pin,,11,11,6058,0,,6487,0,0.022766,0.013972,7.539388,0.0022675,0.01011,2.811208,0,0,0,0,0,0,,,,,,106,v1_10_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_3060ti_GAMING_X_TRIO,MSI GeForce RTX™ 3060Ti GAMING X TRIO
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3070,ASUS,GeForce RTX 3070 OC Edition 8GB GDDR6,,Y,8201,1185,395,31,30,1.10,PC,Mixed,8,1440,1770,1940,2100,1300,1750,2000,2200,267,220,,2.5,95,20,8-pin + 8-pin,,10.5,10.5,12454,0,,13402,0,0.036679,0.000247,16.66125,0.031105,0.000209,15.28167,0,0,0,0,0,0,,,,,,106,v1_10_0/Prefabs/GPU/ASUS/GPU_ASUS_GeForce_RTX_3070_OC_Edition_8GB_GDDR6,ASUS GeForce RTX 3070 OC Edition 8GB GDDR6
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3070,NVIDIA,GeForce RTX 3070,,Y,8036,1160,387,31,1,1.10,PC,,8,1350,1725,1940,2100,1300,1750,2000,2200,267,220,,2.5,95,20,8-pin,,10.5,10.5,12205,0,,13402,0,0.036679,0.000247,16.66125,0.031105,0.000209,15.28167,0,0,0,0,0,0,,,,,,106,v1_10_0/Prefabs/GPU/NVidia/GPU_NVIDIA_GEFORCE_RTX_3070,NVIDIA GeForce RTX 3070
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3080,ASUS,TUF Gaming GeForce RTX 3080 O10G,,Y,9929,1445,482,31,50,1.10,PC,RGB,10,1530,1815,2000,2100,976,1188,1320,1400,299,320,,2.5,95,20,8-pin + 8-pin,,10.5,10.5,15158,0,,16007,0,0.029755,0.000901,44.22204,0.025457,0.000666,39.45169,0,0,0,0,0,0,,,,,,106,v1_10_0/Prefabs/GPU/ASUS/GPU_ASUS_TUF_Gaming_GeForce_RTX_3080_O10G,ASUS TUF Gaming GeForce RTX 3080 O10G
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3080,Colorful,iGame GeForce RTX 3080 Advanced 10G-V,,Y,9617,1335,445,31,10,1.10,PC,RGB,10,1220,1710,2000,2200,976,1188,1320,1400,315,320,,2.5,95,20,8-pin + 8-pin + 8-pin,,11,11,14685,0,,16007,0,0.029755,0.000901,44.22204,0.025457,0.000666,39.45169,0,0,0,0,0,0,,,,,,106,v1_10_0/Prefabs/GPU/Colorful/GPU_COLORFUL_IGAME_GEFORCE_RTX_3080_ADVANCED_10G-V,Colorful iGame GeForce RTX 3080 Advanced 10G-V
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3080,Colorful,iGame GeForce RTX 3080 Ultra OC 10G-V,,Y,9751,1355,452,31,10,1.10,PC,RGB,10,1310,1755,2000,2200,976,1188,1320,1400,310,320,,2.5,95,20,8-pin + 8-pin + 8-pin,,11,11,14888,0,,16007,0,0.029755,0.000901,44.22204,0.025457,0.000666,39.45169,0,0,0,0,0,0,,,,,,106,v1_10_0/Prefabs/GPU/Colorful/GPU_COLORFUL_IGAME_GEFORCE_RTX_3080_ULTRA_OC_10G-V,Colorful iGame GeForce RTX 3080 Ultra OC 10G-V
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3080,Colorful,iGame GeForce RTX 3080 Vulcan OC 10G-V,,Y,9885,1370,457,31,30,1.10,PC,RGB,10,1400,1800,2000,2200,976,1188,1320,1400,323,370,,2.5,95,20,8-pin + 8-pin + 8-pin,,11,11,15090,0,,16007,0,0.029755,0.000901,44.22204,0.025457,0.000666,39.45169,0,0,0,0,0,0,,,,,,106,v1_10_0/Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX_3080_Vulcan_10G_V,Colorful iGame GeForce RTX 3080 Vulcan OC 10G-V
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3080,EVGA,GeForce RTX 3080 FTW3 ULTRA GAMING,,Y,9885,1310,437,31,30,1.10,,RGB,10,1400,1800,2000,2200,976,1188,1320,1400,300,320,,2.5,95,20,8-pin + 8-pin + 8-pin,,11.5,11.5,15090,0,,16007,0,0.029755,0.000901,44.22204,0.025457,0.000666,39.45169,0,0,0,0,0,0,,,,,,106,v1_10_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_3080_FTW3_ULTRA_GAMING,EVGA GeForce RTX 3080 FTW3 ULTRA GAMING
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3080,EVGA,GeForce RTX 3080 XC3 ULTRA GAMING,,Y,9751,1295,432,31,10,1.10,,RGB,10,1310,1755,2000,2200,976,1188,1320,1400,285,320,,2,95,20,8-pin + 8-pin,,11.5,11.5,14888,0,,16007,0,0.029755,0.000901,44.22204,0.025457,0.000666,39.45169,0,0,0,0,0,0,,,,,,106,v1_10_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_3080_XC3_ULTRA_GAMING,EVGA GeForce RTX 3080 XC3 ULTRA GAMING
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3080,MSI,GeForce RTX™ 3080 SUPRIM X 10G,,Y,10197,1565,522,31,1,1.10.5,PC,RGB,10,1710,1905,2000,2100,976,1188,1320,1400,336,320,,2.5,95,20,8-pin + 8-pin + 8-pin,,10,10,15563,0,,16007,0,0.029755,0.000901,44.22204,0.025457,0.000666,39.45169,0,0,0,0,0,0,,,,,,106,v1_10_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_3080_SUPRIM_X_24G,MSI GeForce RTX™ 3080 SUPRIM X 10G
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3080,NVIDIA,GeForce RTX 3080,,Y,9617,1275,425,31,1,1.10,PC,,10,1220,1710,2000,2200,976,1188,1320,1400,285,320,,2.5,95,20,8-pin + 8-pin,,11.5,11.5,14685,0,,16007,0,0.029755,0.000901,44.22204,0.025457,0.000666,39.45169,0,0,0,0,0,0,,,,,,106,v1_10_0/Prefabs/GPU/NVidia/GPU_NVIDIA_GEFORCE_RTX_3080,NVIDIA GeForce RTX 3080
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3090,ASUS,ROG Strix GeForce RTX 3090 O24G,,Y,10808,1495,498,32,50,1.10,,RGB,24,1620,1860,1965,2100,38,1219,2000,2400,318,350,SLI,2.5,95,50,8-pin + 8-pin + 8-pin,RTX 3000,11,11,16460,30547,1.855832321,17932,31089,0.016375,0.010179,65.21607,0.014772,0.00926,54.91739,0.044304372,3.41531E-05,109.8242212,0.029762401,0,125.2653926,,,,,,106,v1_10_0/Prefabs/GPU/ASUS/GPU_ASUS_ROG_Strix_GeForce_RTX_3090_O24G,ASUS ROG Strix GeForce RTX 3090 O24G
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3090,EVGA,GeForce RTX 3090 FTW3 ULTRA GAMING,,Y,10709,1420,473,32,50,1.10,,RGB,24,1500,1800,1965,2100,38,1219,2000,2400,300,350,SLI,2.5,95,20,8-pin + 8-pin + 8-pin,RTX 3000,11.5,11.5,16307,30187,1.85116821,17932,31089,0.016375,0.010179,65.21607,0.014772,0.00926,54.91739,0.044304372,3.41531E-05,109.8242212,0.029762401,0,125.2653926,,,,,,106,v1_10_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_3090_FTW3_ULTRA_GAMING,EVGA GeForce RTX 3090 FTW3 ULTRA GAMING
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3090,EVGA,GeForce RTX 3090 XC3 ULTRA GAMING,,Y,10587,1400,467,32,50,1.10,,RGB,24,1350,1725,1965,2100,38,1219,2000,2400,285,350,SLI,2.5,95,20,8-pin + 8-pin,RTX 3000,11.5,11.5,16116,29736,1.845122859,17932,31089,0.016375,0.010179,65.21607,0.014772,0.00926,54.91739,0.044304372,3.41531E-05,109.8242212,0.029762401,0,125.2653926,,,,,,106,v1_10_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_3090_XC3_ULTRA_GAMING,EVGA GeForce RTX 3090 XC3 ULTRA GAMING
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3090,MSI,GeForce RTX™ 3090 GAMING X TRIO 24G,,Y,10685,1625,542,32,1,1.9,PC,RGB,24,1470,1785,1965,2100,38,1219,2000,2400,323,370,SLI,2.5,95,20,8-pin + 8-pin + 8-pin,RTX 3000,10,10,16269,30097,1.849960047,17932,31089,0.016375,0.010179,65.21607,0.014772,0.00926,54.91739,0.044304372,3.41531E-05,109.8242212,0.029762401,0,125.2653926,,,,,,106,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_3090_GAMING_X_TRIO_24G,MSI GeForce RTX™ 3090 GAMING X TRIO 24G
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3090,MSI,GeForce RTX™ 3090 SUPRIM X 24G,,Y,10808,1650,550,32,50,1.10.5,PC,RGB,24,1620,1860,1965,2100,38,1219,2000,2400,336,350,SLI,2.5,95,20,8-pin + 8-pin + 8-pin,RTX 3000,10,10,16460,30547,1.857012971,17932,31089,0.016375,0.010179,65.21607,0.014772,0.00926,54.91739,0.044304372,3.41531E-05,109.8242212,0.029762401,0,125.2653926,,,,,,106,v1_10_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_3090_SUPRIM_X_24G,MSI GeForce RTX™ 3090 SUPRIM X 24G
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3090,MSI,GeForce RTX™ 3090 VENTUS 3X 24G OC,,Y,10587,1610,537,32,1,1.9,PC,,24,1350,1725,1965,2100,38,1219,2000,2400,305,350,SLI,2.5,95,20,8-pin + 8-pin,RTX 3000,10,10,16116,29736,1.845122859,17932,31089,0.016375,0.010179,65.21607,0.014772,0.00926,54.91739,0.044304372,3.41531E-05,109.8242212,0.029762401,0,125.2653926,,,,,,106,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_3090_VENTUS_3X_24G_OC,MSI GeForce RTX™ 3090 VENTUS 3X 24G OC
